modelo,precision,recall
SNA - Regresión Logística,0.10148514851485149,0.9940381558028617
SNA - Regresión Logística,0.10148926672888853,0.9940381558028617
SNA - Regresión Logística,0.10149338527716906,0.9940381558028617
SNA - Regresión Logística,0.10149750415973377,0.9940381558028617
SNA - Regresión Logística,0.10150162337662337,0.9940381558028617
SNA - Regresión Logística,0.10150574292787856,0.9940381558028617
SNA - Regresión Logística,0.10150986281354006,0.9940381558028617
SNA - Regresión Logística,0.10151398303364857,0.9940381558028617
SNA - Regresión Logística,0.10151810358824484,0.9940381558028617
SNA - Regresión Logística,0.1015222244773696,0.9940381558028617
SNA - Regresión Logística,0.10153046725936751,0.9940381558028617
SNA - Regresión Logística,0.10153458915232218,0.9940381558028617
SNA - Regresión Logística,0.10153871137996834,0.9940381558028617
SNA - Regresión Logística,0.10154283394234673,0.9940381558028617
SNA - Regresión Logística,0.10154695683949816,0.9940381558028617
SNA - Regresión Logística,0.10155108007146338,0.9940381558028617
SNA - Regresión Logística,0.10155520363828319,0.9940381558028617
SNA - Regresión Logística,0.10155932753999837,0.9940381558028617
SNA - Regresión Logística,0.10156345177664974,0.9940381558028617
SNA - Regresión Logística,0.10156757634827811,0.9940381558028617
SNA - Regresión Logística,0.10157170125492426,0.9940381558028617
SNA - Regresión Logística,0.10157582649662904,0.9940381558028617
SNA - Regresión Logística,0.10157995207343325,0.9940381558028617
SNA - Regresión Logística,0.10158407798537775,0.9940381558028617
SNA - Regresión Logística,0.10158820423250335,0.9940381558028617
SNA - Regresión Logística,0.10159233081485092,0.9940381558028617
SNA - Regresión Logística,0.1015964577324613,0.9940381558028617
SNA - Regresión Logística,0.10160058498537537,0.9940381558028617
SNA - Regresión Logística,0.10160471257363396,0.9940381558028617
SNA - Regresión Logística,0.10160884049727797,0.9940381558028617
SNA - Regresión Logística,0.10161296875634827,0.9940381558028617
SNA - Regresión Logística,0.10161709735088574,0.9940381558028617
SNA - Regresión Logística,0.10162122628093129,0.9940381558028617
SNA - Regresión Logística,0.1016253555465258,0.9940381558028617
SNA - Regresión Logística,0.10162948514771018,0.9940381558028617
SNA - Regresión Logística,0.10163361508452536,0.9940381558028617
SNA - Regresión Logística,0.10163774535701223,0.9940381558028617
SNA - Regresión Logística,0.10164187596521174,0.9940381558028617
SNA - Regresión Logística,0.10164600690916481,0.9940381558028617
SNA - Regresión Logística,0.10165013818891237,0.9940381558028617
SNA - Regresión Logística,0.10165426980449539,0.9940381558028617
SNA - Regresión Logística,0.1016584017559548,0.9940381558028617
SNA - Regresión Logística,0.10166253404333157,0.9940381558028617
SNA - Regresión Logística,0.10166666666666667,0.9940381558028617
SNA - Regresión Logística,0.10167079962600106,0.9940381558028617
SNA - Regresión Logística,0.10167493292137572,0.9940381558028617
SNA - Regresión Logística,0.10167906655283164,0.9940381558028617
SNA - Regresión Logística,0.10168320052040983,0.9940381558028617
SNA - Regresión Logística,0.10168733482415125,0.9940381558028617
SNA - Regresión Logística,0.10169146946409693,0.9940381558028617
SNA - Regresión Logística,0.10169560444028788,0.9940381558028617
SNA - Regresión Logística,0.10169973975276513,0.9940381558028617
SNA - Regresión Logística,0.10170387540156968,0.9940381558028617
SNA - Regresión Logística,0.10170801138674258,0.9940381558028617
SNA - Regresión Logística,0.10171214770832486,0.9940381558028617
SNA - Regresión Logística,0.10171628436635757,0.9940381558028617
